-12.1636	2.45317	0
-4.16364	2.45317	0
-4.12082	2.45308	0
-4.07826	2.45281	0
-4.03595	2.45237	0
-3.99389	2.45174	0
-3.9521	2.45094	0
-3.91055	2.44996	0
-3.86927	2.4488	0
-3.82823	2.44746	0
-3.78746	2.44595	0
-3.74694	2.44425	0
-3.70667	2.44238	0
-3.66666	2.44033	0
-3.62691	2.4381	0
-3.58741	2.43569	0
-3.54816	2.4331	0
-3.50917	2.43034	0
-3.47044	2.4274	0
-3.43196	2.42428	0
-3.39374	2.42098	0
-3.35578	2.4175	0
-3.31806	2.41384	0
-3.28061	2.41001	0
-3.24341	2.40599	0
-3.20646	2.4018	0
-3.16977	2.39743	0
-3.13334	2.39288	0
-3.09716	2.38816	0
-3.06124	2.38325	0
-3.02557	2.37817	0
-2.99016	2.37291	0
-2.955	2.36747	0
-2.9201	2.36185	0
-2.88546	2.35605	0
-2.85107	2.35008	0
-2.81693	2.34392	0
-2.78305	2.33759	0
-2.74943	2.33108	0
-2.71606	2.32439	0
-2.68295	2.31752	0
-2.65009	2.31048	0
-2.61749	2.30325	0
-2.58514	2.29585	0
-2.55305	2.28827	0
-2.52121	2.28051	0
-2.48963	2.27258	0
-2.45831	2.26446	0
-2.42724	2.25617	0
-2.39642	2.24769	0
-2.36587	2.23904	0
-2.33556	2.23021	0
-2.30552	2.22121	0
-2.27572	2.21202	0
-2.24619	2.20266	0
-2.21691	2.19311	0
-2.18788	2.18339	0
-2.15911	2.17349	0
-2.13059	2.16342	0
-2.10234	2.15316	0
-2.07433	2.14272	0
-2.04658	2.13211	0
-2.01909	2.12132	0
-1.99185	2.11035	0
-1.96487	2.0992	0
-1.93814	2.08788	0
-1.91167	2.07637	0
-1.88546	2.06469	0
-1.8595	2.05283	0
-1.83379	2.04079	0
-1.80834	2.02857	0
-1.78315	2.01617	0
-1.75821	2.0036	0
-1.73353	1.99085	0
-1.7091	1.97791	0
-1.68493	1.9648	0
-1.66101	1.95152	0
-1.63735	1.93805	0
-1.61394	1.9244	0
-1.59079	1.91058	0
-1.5679	1.89658	0
-1.54526	1.8824	0
-1.52287	1.86804	0
-1.50074	1.8535	0
-1.47887	1.83879	0
-1.45725	1.82389	0
-1.43589	1.80882	0
-1.41478	1.79357	0
-1.39393	1.77814	0
-1.37334	1.76254	0
-1.353	1.74675	0
-1.33291	1.73079	0
-1.31308	1.71465	0
-1.29351	1.69833	0
-1.27419	1.68183	0
-1.25513	1.66515	0
-1.23632	1.64829	0
-1.21777	1.63126	0
-1.19947	1.61405	0
-1.18143	1.59666	0
-1.16364	1.57909	0
-1.15437	1.56989	0
-1.14503	1.56077	0
-1.13562	1.55172	0
-1.12614	1.54275	0
-1.11658	1.53386	0
-1.10695	1.52504	0
-1.09726	1.51629	0
-1.0875	1.50763	0
-1.07766	1.49904	0
-1.06776	1.49053	0
-1.0578	1.4821	0
-1.04776	1.47375	0
-1.03766	1.46547	0
-1.0275	1.45728	0
-1.01727	1.44917	0
-1.00697	1.44114	0
-0.996614	1.43319	0
-0.986194	1.42533	0
-0.975711	1.41755	0
-0.965168	1.40985	0
-0.954563	1.40223	0
-0.943899	1.3947	0
-0.933175	1.38726	0
-0.922392	1.3799	0
